Polling Station No,Candidate_1,Candidate_2,Candidate_3,Candidate_4,Candidate_5,Candidate_6,Candidate_7,Candidate_8,Candidate_9,Candidate_10,Candidate_11,Candidate_12,Candidate_13,Candidate_14,Candidate_15,Candidate_16,Candidate_17,Candidate_18,Candidate_19,Candidate_20,Total Valid Votes,Rejected Votes,NOTA,Total,Tendered Votes
528,183,18,263,240,0,0,0,2,220,0,0,1,0,0,2,1,1,0,1,4,753,0,1,754,0
529,184,33,138,300,3,1,1,1,187,0,0,0,1,0,0,4,0,2,2,1,674,0,0,674,0
530,185,22,255,230,0,1,0,1,226,1,1,0,0,0,5,3,2,0,4,1,752,0,1,753,0
531,186,19,255,165,1,1,0,0,167,1,0,0,0,0,3,1,0,1,2,0,616,0,1,617,0
532,187,24,388,214,0,0,1,1,234,2,0,1,0,1,2,5,2,0,2,4,881,0,1,882,0
533,188,28,155,390,1,1,0,3,312,1,0,0,1,0,7,0,1,0,1,1,902,0,0,902,0
534,189,32,273,266,0,1,1,1,204,1,0,0,1,1,1,1,0,0,1,3,787,0,3,790,0
535,190,9,172,284,0,0,0,1,154,0,0,0,1,0,2,0,0,0,4,2,629,0,0,629,0
536,191,44,327,267,0,0,0,2,223,0,0,0,1,0,3,1,1,0,2,4,875,0,2,877,0
537,192,14,179,220,0,0,0,1,118,0,0,0,0,2,1,2,1,1,2,3,544,0,1,545,0
538,193,17,159,243,0,0,0,2,120,1,0,0,0,1,0,0,0,1,2,2,548,0,0,548,0
539,194,10,185,197,0,1,0,0,249,1,0,2,1,0,2,0,0,1,1,4,654,0,1,655,0
540,195,19,247,195,2,0,0,0,170,1,0,0,0,2,2,4,0,1,1,4,648,0,1,649,0
541,196,25,227,358,2,1,0,1,211,0,0,0,0,0,2,1,0,0,1,2,831,0,0,831,0
542,197,16,121,148,1,0,0,3,133,0,0,1,0,0,3,2,2,1,0,2,433,0,0,433,0
543,198,30,277,233,0,1,0,1,174,0,0,0,0,0,1,3,1,0,1,1,723,0,1,724,0
544,199,11,115,153,1,1,0,0,119,0,0,0,0,0,2,0,0,1,0,1,404,0,1,405,0
545,200,44,253,344,4,0,1,4,186,0,0,1,0,0,2,3,2,0,0,1,845,0,4,849,0
546,201,14,159,178,1,0,0,0,126,0,1,0,0,0,1,1,1,2,3,1,488,0,0,488,0
547,202,42,197,471,4,1,1,4,269,1,0,0,0,2,3,1,4,1,0,0,1001,0,3,1004,0
548,203,33,256,394,0,1,0,2,271,3,2,0,1,1,3,3,1,1,0,0,972,0,3,975,0
549,204,23,217,285,1,0,0,1,111,2,0,0,0,1,2,1,4,2,0,3,653,0,0,653,0
550,205,29,294,296,4,0,1,2,197,0,1,1,1,0,4,2,1,0,0,2,835,0,1,836,0
551,206,32,139,193,0,0,1,3,107,1,0,0,0,1,3,4,0,0,2,7,493,0,1,494,0
552,207,25,262,219,2,0,2,0,173,1,0,0,1,2,1,3,0,0,1,2,694,0,4,698,0
553,208,40,189,248,1,0,0,1,235,0,1,0,0,1,4,3,1,1,1,2,728,0,2,730,1
554,209,20,163,323,1,1,0,4,186,0,0,0,0,1,1,1,0,0,2,1,704,0,1,705,0
555,210,38,197,420,2,0,0,1,303,0,0,0,0,0,0,0,1,0,1,6,969,0,0,969,0
556,211,42,243,288,0,0,0,2,159,0,0,1,1,0,3,3,0,0,2,4,748,0,4,752,0
557,212,21,229,284,1,0,0,0,276,1,0,1,2,2,1,2,4,1,1,3,829,0,3,832,0
558,213,15,239,247,0,0,0,2,159,2,0,0,0,1,2,0,0,0,0,2,669,0,0,669,0
559,214,26,301,178,2,0,1,2,223,0,0,0,0,1,1,2,1,1,2,0,741,0,0,741,0
560,215,14,242,311,0,0,0,2,219,2,0,0,0,0,2,0,0,0,1,2,795,0,4,799,0
561,216,31,184,323,2,1,1,0,161,0,0,0,0,1,2,3,1,0,0,0,710,0,0,710,0
562,217,18,112,185,0,0,1,0,193,1,0,1,0,0,2,1,0,0,0,0,514,0,0,514,0
563,218,31,205,217,0,0,0,0,141,0,0,0,0,1,4,2,1,1,2,2,607,0,3,610,0
564,219,32,183,155,0,0,0,0,116,0,0,0,1,1,4,2,0,0,3,4,501,0,1,502,0
565,220,44,155,204,0,0,0,1,221,2,0,1,1,1,2,3,2,2,0,0,639,0,1,640,0
566,221,68,312,191,1,0,3,1,222,2,0,0,1,2,4,8,5,1,7,2,830,0,5,835,0
567,222,20,193,161,1,0,1,0,154,0,1,0,0,0,3,3,2,1,0,1,541,0,2,543,0
568,223,27,285,178,2,1,0,2,208,1,0,1,1,0,9,4,0,1,0,1,721,0,1,722,0
569,224,10,104,72,0,0,0,1,52,2,0,0,0,1,1,0,0,0,0,0,243,0,1,244,0
570,225,28,305,266,3,2,0,0,213,2,0,0,0,1,1,2,0,0,1,1,825,0,1,826,0
571,226,27,171,200,1,2,0,1,163,1,1,0,1,0,2,5,1,2,4,1,583,0,2,585,0
572,227,26,215,183,1,0,0,3,200,1,0,0,1,1,8,6,1,0,1,3,650,0,1,651,0
573,228,39,373,196,0,0,2,2,153,0,0,0,1,0,0,2,0,0,2,0,770,0,1,771,0
574,229,25,153,323,2,0,0,2,249,0,0,0,0,1,4,1,1,1,2,3,767,0,2,769,0
575,230,26,137,209,4,0,0,1,93,0,0,0,0,0,3,1,0,0,1,1,476,0,2,478,0
576,231,13,180,155,2,1,0,0,99,1,0,0,0,0,2,1,0,0,0,1,455,0,0,455,0
577,232,8,118,418,0,1,0,1,105,1,0,1,0,0,1,2,1,1,0,1,659,0,1,660,0
578,233,15,122,164,0,0,0,1,136,1,0,1,1,0,1,0,0,0,0,1,443,0,1,444,0
579,234,13,278,382,1,0,0,2,257,1,0,0,1,0,2,3,1,1,1,0,943,0,1,944,0
580,235,18,157,240,0,0,0,4,213,2,0,0,1,0,2,1,1,0,0,5,644,0,3,647,0
581,236,33,263,252,5,1,0,1,225,3,0,1,2,0,4,4,1,1,1,0,797,0,3,800,0
582,237,24,120,366,0,0,0,1,262,0,0,1,0,0,2,1,0,0,1,1,779,0,0,779,0
583,238,11,249,202,0,0,0,0,108,0,0,0,1,0,3,1,0,1,0,1,577,0,0,577,0
584,239,10,242,186,1,0,0,2,137,2,0,0,0,0,5,3,0,0,0,0,588,0,1,589,0
585,240,19,253,214,0,0,0,1,198,0,0,0,0,0,1,1,1,0,3,2,693,0,1,694,0
586,241,11,191,138,1,0,2,1,107,1,0,0,1,0,2,1,0,0,0,1,457,0,0,457,0
587,242,17,343,244,1,1,4,2,187,0,0,2,0,1,0,0,0,0,0,1,803,0,1,804,0
588,243,24,62,122,1,0,0,1,178,2,0,0,0,1,0,0,1,0,0,0,392,0,4,396,0
589,244,20,176,343,0,0,0,2,251,1,0,0,0,0,0,1,3,1,1,1,800,0,4,804,0
590,245,22,248,360,1,0,1,0,218,2,0,0,1,1,2,0,2,0,1,1,860,0,0,860,0
591,246,22,293,348,2,1,1,2,239,2,0,0,0,1,6,2,1,0,2,2,924,0,4,928,0
592,247,13,222,157,0,0,0,2,121,1,0,0,0,2,1,0,2,0,1,2,524,0,1,525,0
593,248,9,136,197,1,0,0,0,197,0,0,0,0,1,1,0,0,0,0,1,543,0,2,545,0
594,249,12,272,158,1,0,0,1,129,0,1,0,1,0,3,2,2,1,1,2,586,0,0,586,0
595,250,26,298,258,2,1,0,1,132,0,1,0,0,0,0,0,1,0,0,2,722,0,2,724,0
596,251,33,142,306,2,0,1,1,230,1,0,1,0,0,0,2,2,0,1,2,724,0,3,727,0
597,252,12,270,110,1,0,0,0,91,0,0,0,0,1,2,0,1,0,0,1,489,0,1,490,0
598,253,25,136,312,1,0,0,1,135,0,0,0,0,0,2,4,0,0,0,2,618,0,1,619,0
599,254,34,296,350,2,0,0,2,174,1,0,2,0,1,3,0,0,0,1,0,866,0,2,868,0
600,255,22,328,316,2,0,0,1,168,0,1,0,0,0,0,0,2,0,1,0,841,0,0,841,0
601,256,21,254,322,2,1,0,5,171,1,0,0,1,1,4,1,0,0,0,0,784,0,0,784,0
602,257,8,51,269,0,0,0,1,113,0,0,0,0,0,0,0,0,0,3,0,445,0,2,447,0
603,258,13,138,300,3,1,1,1,188,1,1,0,2,1,3,1,1,1,2,1,659,0,1,660,0
604,259,25,152,375,3,0,0,0,213,3,0,1,1,0,0,2,0,0,1,2,778,0,1,779,0
605,260,13,303,203,1,0,0,2,128,0,0,0,0,1,2,2,0,0,1,0,656,0,2,658,0
606,261,13,269,212,2,2,0,1,106,1,0,1,0,1,2,2,1,1,1,0,615,0,1,616,0
607,262,24,262,372,5,1,2,1,256,0,2,0,1,2,1,1,3,0,1,2,936,0,1,937,0
608,263,13,280,303,4,1,0,1,212,0,0,0,0,0,3,1,1,1,1,2,823,0,2,825,0
609,264,28,282,299,4,1,0,0,209,3,0,0,0,1,3,1,0,0,1,2,834,0,3,837,0
610,265,15,301,376,2,0,1,6,284,1,0,0,1,1,1,0,0,0,1,0,990,0,3,993,0
611,266,38,448,222,2,4,0,0,152,0,0,1,0,1,5,2,0,0,0,1,876,0,3,879,0
612,267,43,368,216,1,0,0,1,217,0,0,0,0,3,2,0,0,1,3,2,857,0,2,859,0
613,268,20,213,238,0,1,3,0,141,1,0,0,0,2,1,0,0,1,0,0,621,0,1,622,0
614,269,15,229,255,0,0,1,2,190,0,0,0,1,0,1,0,0,0,0,2,696,0,0,696,0
615,270,12,280,191,1,0,0,1,100,0,0,0,0,0,0,1,0,1,3,0,590,0,1,591,0
616,271,14,239,405,5,0,1,1,172,1,0,0,1,0,2,2,2,0,2,4,851,0,1,852,0
617,272,19,345,226,1,1,1,1,192,3,0,0,2,0,0,1,1,0,1,1,795,0,1,796,0
618,273,10,172,92,0,0,0,1,118,0,0,0,0,0,0,0,0,0,1,0,394,0,0,394,1
619,274,8,258,104,0,1,0,2,194,0,0,0,0,0,1,2,3,1,1,1,576,0,1,577,1
620,275,40,304,338,4,0,0,2,221,0,0,2,3,0,6,5,1,1,1,10,938,0,2,940,0
621,276,15,335,195,0,1,0,2,143,2,0,0,2,0,0,2,0,1,0,3,701,0,1,702,0
622,277,8,57,246,1,0,1,0,113,0,0,0,4,0,1,1,0,0,0,2,434,0,0,434,0
623,278,12,313,89,0,1,8,0,84,0,0,0,1,0,1,0,2,1,2,1,515,0,1,516,0
624,279,22,249,292,6,2,0,2,281,2,0,0,0,0,3,1,2,0,2,2,866,0,3,869,0
625,280,12,228,150,1,0,0,0,68,0,0,0,0,0,0,1,0,0,6,2,468,0,2,470,0
626,281,14,327,280,1,0,0,1,180,1,1,0,0,0,2,2,3,0,0,4,816,0,1,817,0
627,282,20,240,216,0,0,0,1,96,0,0,0,0,2,5,3,3,0,2,4,592,0,1,593,0
628,283,27,229,214,2,0,0,1,114,2,0,0,0,0,0,0,0,0,0,2,591,0,2,593,0
629,284,14,111,471,1,0,0,2,242,0,0,0,0,0,7,2,0,1,1,4,856,0,1,857,0
630,285,47,143,410,2,0,0,2,186,0,0,0,0,0,5,0,1,0,1,3,800,0,2,802,0
631,286,60,322,216,1,0,4,2,194,0,0,0,0,0,1,0,0,0,2,1,803,0,2,805,0
632,287,40,393,174,0,0,0,0,89,0,1,0,0,0,3,2,0,1,2,2,707,0,1,708,0
633,288,18,145,370,2,0,0,1,157,0,0,0,1,0,2,1,0,1,1,5,704,0,3,707,0
634,289,29,251,259,2,1,3,2,231,0,0,1,1,0,0,1,0,0,0,0,781,0,2,783,0
635,290,11,123,180,0,1,1,0,148,1,0,0,0,0,1,0,0,2,0,0,468,0,3,471,0
636,291,15,86,167,0,1,1,2,168,1,1,1,0,0,1,1,1,0,0,0,446,0,2,448,0
637,292,29,200,238,1,0,0,3,220,1,0,2,0,0,1,0,2,0,1,1,699,0,4,703,0
638,293,12,210,245,0,0,0,0,106,0,1,0,0,1,4,1,0,0,3,10,593,0,11,604,0
639,294,16,148,456,3,0,0,3,181,0,0,0,0,1,3,1,0,0,0,4,816,0,0,816,0
640,295,7,61,117,1,0,1,0,55,0,0,0,0,0,0,1,0,0,4,5,252,0,2,254,0
641,296,27,218,314,2,0,0,1,235,0,0,0,0,2,1,1,0,0,0,2,803,0,2,805,0
642,297,14,102,109,0,0,0,0,127,1,1,0,0,0,0,0,0,0,0,0,354,0,0,354,0
643,298,16,165,145,0,0,1,0,156,0,0,0,1,0,1,2,0,0,0,0,487,0,0,487,0
644,299,11,94,436,1,1,0,0,129,1,0,0,0,1,1,1,1,0,0,1,678,0,2,680,0
645,300,9,59,164,0,0,0,0,110,1,0,0,0,0,1,0,0,0,0,0,344,0,0,344,0
646,301,10,231,189,1,0,1,0,77,2,0,0,0,0,0,0,1,0,1,1,514,0,0,514,0
647,302,21,222,362,2,0,1,3,148,2,1,0,0,2,4,0,0,0,0,0,768,0,1,769,0
648,303,15,532,197,1,0,2,2,170,0,0,1,0,0,3,4,0,0,0,1,928,0,3,931,0
649,304,14,143,475,1,0,1,5,247,0,0,0,0,1,6,2,0,0,1,3,899,0,1,900,0
650,305,28,404,147,0,0,1,0,188,0,0,0,1,0,0,0,2,0,1,1,773,0,2,775,0
651,306,32,374,149,0,0,1,2,208,1,1,0,2,0,2,0,1,0,0,2,775,0,3,778,0
652,307,21,354,274,1,0,1,1,215,0,0,2,0,0,0,1,1,0,1,5,877,0,5,882,0
653,308,9,312,140,1,0,0,1,159,1,0,0,0,1,0,7,3,1,8,5,648,0,1,649,0
654,309,8,360,171,1,0,0,0,127,0,0,0,0,0,0,1,0,0,0,0,668,0,0,668,0
655,310,21,334,336,1,0,1,4,239,1,0,0,1,1,2,0,0,0,1,1,943,0,0,943,0
656,311,14,321,308,2,1,0,0,129,0,0,0,0,2,1,1,0,0,2,2,783,0,1,784,0
657,312,23,554,187,2,0,0,2,147,0,1,1,0,1,6,3,1,0,1,2,931,0,2,933,0
658,313,20,313,357,0,1,0,2,131,0,0,0,0,0,3,0,1,0,0,1,829,0,2,831,0
659,314,26,385,232,2,0,3,0,170,0,0,1,2,0,3,1,0,3,5,3,836,0,2,838,0
660,315,16,241,260,1,0,4,0,131,0,0,0,0,1,2,0,1,0,3,0,660,0,0,660,0
661,316,9,345,177,1,0,2,1,108,0,0,0,1,0,0,0,0,0,3,1,648,0,1,649,0
662,317,33,229,398,0,1,0,0,243,1,0,2,0,0,1,0,0,0,1,3,912,0,1,913,0
663,318,16,193,144,1,0,0,2,161,0,0,1,0,0,2,0,0,1,3,2,526,0,0,526,0
664,319,10,66,371,1,0,0,0,105,0,0,0,1,1,2,0,1,0,1,0,559,0,4,563,1
665,320,17,377,135,1,0,0,0,151,0,0,0,0,1,3,3,1,0,3,1,693,0,2,695,0
666,321,27,399,341,1,0,1,0,232,0,1,1,0,1,4,1,2,0,0,0,1011,0,1,1012,0
667,322,5,253,86,0,0,1,1,93,0,0,0,0,0,1,1,0,0,4,2,447,0,0,447,0
668,323,18,176,389,2,0,2,1,117,0,0,0,0,0,6,2,2,0,1,1,717,0,0,717,0
669,324,8,381,166,2,0,0,0,103,1,0,0,0,0,1,1,2,0,1,1,667,0,3,670,0
670,325,19,332,199,1,0,0,1,132,0,0,0,1,0,1,0,1,0,2,0,689,0,0,689,0
671,326,23,330,382,0,0,1,3,204,1,1,1,2,1,5,4,2,1,5,6,972,0,5,977,0
672,327,7,190,332,1,0,0,1,128,0,0,0,1,1,1,0,1,0,0,1,664,0,0,664,0
673,328,15,165,163,0,0,0,0,84,0,0,0,0,1,1,0,0,0,0,3,432,0,0,432,0
674,329,16,178,202,0,0,0,1,122,0,1,0,1,2,1,0,0,0,0,1,525,0,0,525,0
675,330,16,169,148,0,2,0,1,111,0,0,1,0,0,1,0,0,0,1,1,451,0,0,451,0
676,331,31,326,266,0,0,0,2,185,0,0,0,0,0,2,2,1,0,1,0,816,0,1,817,1
677,332,17,191,208,0,0,1,1,86,0,0,0,0,0,2,0,1,0,0,3,510,0,3,513,0
678,333,28,188,224,4,0,0,1,121,0,0,0,0,0,2,1,1,0,0,0,570,0,1,571,0
679,334,24,316,322,0,0,2,1,169,1,1,0,0,1,5,1,1,0,2,2,848,0,0,848,0
680,335,10,347,192,1,1,10,6,118,0,1,0,0,0,3,3,2,0,4,1,699,0,0,699,0
681,336,13,339,265,4,0,1,0,121,1,0,0,0,1,2,3,0,1,1,0,752,0,3,755,0
682,337,9,256,149,1,0,2,0,95,1,0,0,0,1,1,0,0,0,0,1,516,0,0,516,0
683,338,14,214,229,2,0,2,1,138,0,0,0,1,0,3,0,1,1,2,2,610,0,1,611,0
684,339,15,396,180,0,0,18,0,123,0,1,0,0,0,2,1,0,1,2,3,742,0,2,744,0
685,340,6,247,98,1,0,9,0,87,0,0,0,0,0,2,2,0,0,1,3,456,0,0,456,0
686,341,11,304,256,0,0,0,0,171,0,0,2,1,0,3,2,0,2,1,2,755,0,2,757,0
687,342,11,238,220,1,0,0,0,123,0,0,0,1,0,4,3,1,0,2,1,605,0,0,605,0
688,343,18,242,272,0,0,1,0,186,0,0,1,0,1,4,1,0,0,2,2,730,0,0,730,0
689,344,11,227,303,2,0,0,1,125,0,0,0,1,0,3,4,1,1,3,4,686,0,1,687,0
690,345,12,242,75,1,0,0,0,74,0,0,0,0,0,0,0,1,0,2,1,408,0,1,409,0
